Timestamp,Hashrate,Addresses,Supply,Trx_Fee,Daily_Trx
2012-08-01,310647411,3580,9183283.333331633,,1735
2012-08-02,321173266,3099,9224949.9999983,67.8316309719934,1263
2012-08-03,302927341,2471,9266616.666664965,58.2917562724014,932
2012-08-04,298887311,3121,9283283.333331633,177.28984375,1028
2012-08-05,262386597,3753,9316616.666664965,150.613924050633,1347
2012-08-06,253995728,2331,9333283.333331633,41.4260330578512,711
2012-08-07,249078843,1835,9366616.666664965,31.6026168224299,606
2012-08-08,241768627,2310,9383283.333331633,40.3297153024911,753
2012-08-09,236043323,2425,9416616.666664965,41.7957610789981,748
2012-08-10,251954163,2235,9433283.333331633,35.407874015748,616
2012-08-11,254623567,2163,9466616.666664965,29.2007952286282,680
2012-08-12,266026699,2713,9483283.333331633,81.6111984282908,1057
2012-08-13,260361702,2272,9524949.9999983,35.2488798370672,746
2012-08-14,261233170,2076,9566616.666664965,33.7154013015184,637
2012-08-15,265680811,2384,9583283.333331633,46.2315,833
2012-08-16,263696273,2451,9616616.666664965,46.7012658227848,946
2012-08-17,243567104,2321,9633283.333331633,29.0786813186813,682
2012-08-18,232802881,1950,9666616.666664965,24.3750537634409,616
2012-08-19,235864602,2650,9683283.333331633,70.1994936708861,1096
2012-08-20,253370681,2616,9716616.666664965,40.289709762533,839
2012-08-21,252197546,2349,9733283.333331633,41.7406824146982,824
2012-08-22,207185949,1880,9774949.9999983,40.6917293233083,660
2012-08-23,221209228,2134,9816616.666664965,35.8448275862069,630
2012-08-24,237795642,2339,9833283.333331633,32.1989949748744,664
2012-08-25,251414800,2765,9866616.666664965,130.82382133995,1212
2012-08-26,279939561,2138,9883283.333331633,64.818858560794,706
2012-08-27,244402966,3173,9916616.666664965,84.1414141414141,1225
2012-08-28,240411954,2268,9933283.333331633,41.5928205128205,758
2012-08-29,252184182,2596,9974949.9999983,69.43,1048
2012-08-30,262126523,2652,10016616.666664965,61.7845758354756,977
2012-08-31,241128624,2520,10033283.333331633,47.0191326530612,965
2012-09-01,264303667,2575,10066616.666664965,82.2545454545455,1131
2012-09-02,272106739,5460,10083283.333331633,521.157333333333,3515
2012-09-03,257409476,5148,10124949.9999983,370.00656167979,3317
2012-09-04,247426522,4616,10166616.666664965,292.084432717678,3375
2012-09-05,256516617,4946,10183283.333331633,345.047969543147,2949
2012-09-06,282660500,3164,10216616.666664965,98.9811704834606,1231
2012-09-07,270447205,2099,10233283.333331633,32.2473145780051,689
2012-09-08,255629393,3074,10274949.9999983,228.387146529563,1282
2012-09-09,275600241,3433,10316616.666664965,210.78443877551,2395
2012-09-10,262896374,4214,10333283.333331633,185.997455470738,2182
2012-09-11,245308992,3547,10366616.666664965,176.611398963731,2185
2012-09-12,266766869,2886,10383283.333331633,99.5365535248042,1495
2012-09-13,262735507,3215,10416616.666664965,108.544542772861,1466
2012-09-14,239301029,2887,10433283.333331633,159.370807453416,1922
2012-09-15,244387159,3639,10466616.666664965,224.207407407407,2444
2012-09-16,239743494,3042,10483283.333331633,128.481300813008,1428
2012-09-17,247222249,3063,10524949.9999983,107.4336,1444
2012-09-18,257866339,2463,10566616.666664965,36.1238845144357,782
2012-09-19,255185696,4160,10583283.333331633,231.4375,2645
2012-09-20,276857116,2625,10616616.666664965,47.1831658291457,973
2012-09-21,288913034,2915,10633283.333331633,82.1384810126582,1303
2012-09-22,268693487,2607,10674949.9999983,57.3094527363184,968
2012-09-23,310159061,2731,10716616.666664965,60.3664215686275,1135
2012-09-24,306463954,3521,10733283.333331633,101.84843373494,1081
